thread_id,thread_text,time,cleaned,tweetnlp_topic
p501100875,"PRESIDENT DONALD J TRUMP @POTUS45https://www.donaldjtrump.com/https://www.thetrumparchive.com/https://x.com/realDonaldTrumphttps://truthsocial.com/@realDonaldTrumphttps://rumble.com/c/DonaldTrumphttps://www.tiktok.com/@realdonaldtrump>President Trump Officehttps://www.whitehouse.gov/https://www.youtube.com/user/whitehousehttps://www.flickr.com/photos/whitehouse/>Liz Harrington (Trump Spox) https://twitter.com/realLizUSA>Donald J Trump Presidential Libraryhttps://www.trumplibrary.gov/@realDonaldTrump @TeamTrump @TrumpWarRoom>b-but Trump hasnt done anything!ARCHIVED LINKS https://pastebin.com/eAhgNyeXNEW APPEARANCES>Pres Trump at Friends of Ireland Luncheon, Washington, DC 3/12/2025https://youtu.be/bKW1VniMRm0[Embed]>Pres Trump Bilateral Meeting with Irish Taoiseach Micheal Martin, Washington, DC 3/12/2025https://youtu.be/EwNFmsO_5xs[Embed]>Pres Trump Remarks at the Digital Assets Summit, Washington, DC 3/7/2025https://youtu.be/omP3GPxaVog[Embed]>Pres Trump Address to Congress, Washington, DC 3/4/2025https://youtu.be/XkFKNkAEzQ8[Embed]>VP JD Vance Delivers Remarks at the National Catholic Prayer Breakfast, Washington, DC 2/28/2025https://youtu.be/dCY0b1wWX9A[Embed]>Pres Trump Press Conference with UK PM Keir Starmer, Washington, DC 2/27/2025https://youtu.be/dJSaNSSj_4c[Embed]>Pres Trump Cabinet Meeting, Washington, DC 2/26/2025https://youtu.be/OMpL4Hze__4[Embed]>Pres Trump Press Conference with Emmanuel Macron, Washington, DC 2/24/2025https://youtu.be/F_icClkj0Eo[Embed]>Pres Trump at CPAC, Washington, DC 2/22/2025https://rumble.com/v6o31mi-full-speech-president-donald-j.-trump-headlines-cpac-2025-22225.html (RSBN)>Pres Trump at Governors Working Session, Washington, DC 2/22/2025https://youtu.be/4iyqZsE9bkA[Embed]>TrumpVideo: WE WILL WIN 6/19/23https://rumble.com/v2v6m2a>MAKE AMERICA GREAT AGAIN, AGAIN! 10/28/21https://rumble.com/voe8gm>God Bless the USA (Donald J Trump) 10/20/16https://youtu.be/O_PC_fy0fk0[Embed]OP pastebin: http://pastebin.com/X4KiALfhprev>>501093155 →",03/21/25(Fri)14:05:55No.501100875,president donald j trump  potushttps www donaldjtrump com https www thetrumparchive com https x com realdonaldtrumphttps truthsocial com realdonaldtrumphttps rumble com c donaldtrumphttps www tiktok com realdonaldtrump president trump officehttps www whitehouse gov https www youtube com user whitehousehttps www flickr com photos whitehouse liz harrington  trump spox  https twitter com reallizusa donald j trump presidential libraryhttps www trumplibrary gov realdonaldtrump  teamtrump  trumpwarroom b trump hasnt done anything archived links https pastebin com eahgnyexnew appearances pres trump friends ireland luncheon  washington  dc   https youtu bkwvnimrm embed pres trump bilateral meeting irish taoiseach micheal martin  washington  dc   https youtu ewnfmso xs embed pres trump remarks digital assets summit  washington  dc   https youtu ompgpxavog embed pres trump address congress  washington  dc   https youtu xkfknkaezq embed vp jd vance delivers remarks national catholic prayer breakfast  washington  dc   https youtu dcybwwxa embed pres trump press conference uk pm keir starmer  washington  dc   https youtu djsanssj c embed pres trump cabinet meeting  washington  dc   https youtu omplhze  embed pres trump press conference emmanuel macron  washington  dc   https youtu f icclkjeo embed pres trump cpac  washington  dc   https rumble com vomi full speech president donald j trump headlines cpac   html  rsbn pres trump governors working session  washington  dc   https youtu iyqzsebka embed trumpvideo  win   https rumble com vvma make america great     https rumble com voegm god bless usa  donald j trump    https youtu pc fyfk embed op pastebin  http pastebin com xkialfhprev  →,['news_&_social_concern']
p501101985,"For whoever cares to hear about it, there is massive defrauding of the taxpayers occurring at FCI Thomson in Illinois. It is a federal prison that used to be a state super max, but it got shut down after being deemed inhumane. The feds bought the vacant building and turned it into a low-security prison, and now have about 2000 inmates there. Approximately half the staff at FCI Thomson used to work at the super-max, and during that time their pay was substantially higher. Why? Because at a super-max, staff members automatically get hazard pay.So, how is the administration trying to make up for the pay reduction? Why, by putting the entire prison on lockdown continuously of course.In the feds, going on lockdown means keeping all the inmates in the 2 man cells continuously, which effectively turns the whole prison into the SHU. It has the side-effect of cutting the inmates off from any physical means of communication to the outside. And it also has the side-effect of ensuring that all the guards and staff make huge amounts of overtime whilst actually performing less work. Although their shifts become longer, all the programming and most administrative request processes become disabled. The guards at Thomson go a little bit further by only letting the kitchen staff out for a few hours during lockdowns, so the guards do not even have to take over cooking / passing out the food either (except for unlocking the small slot on the door).The general idea behind lockdowns in the feds is that they are supposed to be an extraordinary measure in response to some extreme danger. Basically, if there's a race riot or a gang war, a prison will go on lockdown. Its not supposed to be the normal status of a prison, because it will eventually make people go violent and crazy. At FCI Thomson, they spent ~3 months out of the last year on lockdown, and so far in 2025 they have spent 40 days on lockdown. We are only 3 months into the year, and this is for low-security inmates!",03/21/25(Fri)14:19:52No.501101985,whoever cares hear  massive defrauding taxpayers occurring fci thomson illinois  federal prison used state super max  got shut deemed inhumane  feds bought vacant building turned low security prison   inmates  approximately half staff fci thomson used work super max  time pay substantially higher   super max  staff members automatically get hazard pay  administration trying make pay reduction   putting entire prison lockdown continuously course feds  going lockdown means keeping inmates  man cells continuously  effectively turns whole prison shu  side effect cutting inmates physical means communication outside  also side effect ensuring guards staff make huge amounts overtime whilst actually performing less work  although shifts become longer  programming administrative request processes become disabled  guards thomson go little bit letting kitchen staff hours lockdowns  guards even take cooking   passing food either  except unlocking small slot door general idea behind lockdowns feds supposed extraordinary measure response extreme danger  basically  race riot gang war  prison go lockdown  supposed normal status prison  eventually make people go violent crazy  fci thomson  spent   months last year lockdown  far  spent  days lockdown   months year  low security inmates ,['news_&_social_concern']
p501064137,"I'm proud of Ukrainians for inflicting so much pain and suffering on scum fuck Russians invading Europe.It has been a joy to watch all the gore kino, I literally feel high when I watch Russian invaders suffer, Schadenfreude is one hell of a drug.Russians should learn not to fuck with Europeans.",03/21/25(Fri)02:52:06No.501064137,proud ukrainians inflicting much pain suffering scum fuck russians invading europe joy watch gore kino  literally feel high watch russian invaders suffer  schadenfreude one hell drug russians learn fuck europeans ,['news_&_social_concern']
p501097433,Every 27 days China opens a new nuclear power plant.,03/21/25(Fri)13:19:30No.501097433,every  days china opens new nuclear power plant ,"['news_&_social_concern', 'science_&_technology']"
p501102729,">Trump is 'open to the idea' of selling F-35 jets to Turkey if the Russia-made S-400 system is made inoperable through partially disassembling, sources tell Fox Newsallahu akbar we will blow up greece with our new stealth jets. thank you orange man.",03/21/25(Fri)14:29:37No.501102729, trump  open idea  selling f  jets turkey russia made  system made inoperable partially disassembling  sources tell fox newsallahu akbar blow greece new stealth jets  thank orange man ,"['news_&_social_concern', 'science_&_technology']"
p501103382,>The only good russian is a dead oneWhy does this statement trigger nu/pol/ so much?,03/21/25(Fri)14:37:55No.501103382, good russian dead onewhy statement trigger nu pol  much ,['news_&_social_concern']
p501086795,Was 4chan ever a leftist site?Was there ever an appreciable number of leftists in this place?,03/21/25(Fri)10:53:45No.501086795,chan ever leftist site ever appreciable number leftists place ,['news_&_social_concern']
p501102729,">Trump is 'open to the idea' of selling F-35 jets to Turkey if the Russia-made S-400 system is made inoperable through partially disassembling, sources tell Fox Newsallahu akbar we will blow up greece with our new stealth jets. thank you orange man.",03/21/25(Fri)14:29:37No.501102729, trump  open idea  selling f  jets turkey russia made  system made inoperable partially disassembling  sources tell fox newsallahu akbar blow greece new stealth jets  thank orange man ,"['news_&_social_concern', 'science_&_technology']"
p501105165,Blaming Jews for everything is just as retarded as blaming Russians for everything.,03/21/25(Fri)15:00:02No.501105165,blaming jews everything retarded blaming russians everything ,['news_&_social_concern']
p501096641,Why don't women and niggers ever try to use DEI to get jobs like this?,03/21/25(Fri)13:09:05No.501096641,women niggers ever try use dei get jobs like ,"['diaries_&_daily_life', 'news_&_social_concern']"
